Plugin ID,CVE,CVSS,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"50344","","","None","192.168.108.15","tcp","2224","Missing or Permissive Content-Security-Policy HTTP Response Header","The remote web server does not take steps to mitigate a class of web
application vulnerabilities.","The remote web server in some responses sets a permissive
Content-Security-Policy (CSP) response header or does not set one at
all.

The CSP header has been proposed by the W3C Web Application Security
Working Group as a way to mitigate cross-site scripting and
clickjacking attacks.","Set a properly configured Content-Security-Policy header for all
requested resources.","http://content-security-policy.com/
https://www.w3.org/TR/CSP2/","
The following pages do not set a Content-Security-Policy response header or set a permissive policy:

  - http://192.168.108.15:2224/
  - http://192.168.108.15:2224/mlss
  - http://192.168.108.15:2224/mlss/ForgotPassword
  - http://192.168.108.15:2224/mlss/ManageSubscription
  - http://192.168.108.15:2224/mlss/MassChange
  - http://192.168.108.15:2224/mlss/SubscribeToList
"
"50345","","","None","192.168.108.15","tcp","80","Missing or Permissive X-Frame-Options HTTP Response Header","The remote web server does not take steps to mitigate a class of web
application vulnerabilities.","The remote web server in some responses sets a permissive
X-Frame-Options response header or does not set one at all.

The X-Frame-Options header has been proposed by Microsoft as a way to
mitigate clickjacking attacks and is currently supported by all major
browser vendors","Set a properly configured X-Frame-Options header for all requested
resources.","http://en.wikipedia.org/wiki/Clickjacking
http://www.nessus.org/u?399b1f56","
The following pages do not set a X-Frame-Options response header or set a permissive policy:

  - http://192.168.108.15/
"
"50345","","","None","192.168.108.15","tcp","81","Missing or Permissive X-Frame-Options HTTP Response Header","The remote web server does not take steps to mitigate a class of web
application vulnerabilities.","The remote web server in some responses sets a permissive
X-Frame-Options response header or does not set one at all.

The X-Frame-Options header has been proposed by Microsoft as a way to
mitigate clickjacking attacks and is currently supported by all major
browser vendors","Set a properly configured X-Frame-Options header for all requested
resources.","http://en.wikipedia.org/wiki/Clickjacking
http://www.nessus.org/u?399b1f56","
The following pages do not set a X-Frame-Options response header or set a permissive policy:

  - http://192.168.108.15:81/applications.html
  - http://192.168.108.15:81/dashboard/
  - http://192.168.108.15:81/dashboard/docs/
  - http://192.168.108.15:81/dashboard/docs/access-phpmyadmin-remotely.html
  - http://192.168.108.15:81/dashboard/docs/activate-use-xdebug.html
  - http://192.168.108.15:81/dashboard/docs/backup-restore-mysql.html
  - http://192.168.108.15:81/dashboard/docs/change-mysql-temp-dir.html
  - http://192.168.108.15:81/dashboard/docs/configure-vhosts.html
  - http://192.168.108.15:81/dashboard/docs/configure-wildcard-subdomains.html
  - http://192.168.108.15:81/dashboard/docs/create-framework-project-zf1.html
  - http://192.168.108.15:81/dashboard/docs/create-framework-project-zf2.html
  - http://192.168.108.15:81/dashboard/docs/deploy-git-app.html
  - http://192.168.108.15:81/dashboard/docs/images/
  - http://192.168.108.15:81/dashboard/docs/images/access-phpmyadmin-remotely/
  - http://192.168.108.15:81/dashboard/docs/images/activate-use-xdebug/
  - http://192.168.108.15:81/dashboard/docs/images/backup-restore-mysql/
  - http://192.168.108.15:81/dashboard/docs/images/configure-vhosts/
  - http://192.168.108.15:81/dashboard/docs/images/configure-wildcard-subdomains/
  - http://192.168.108.15:81/dashboard/docs/images/create-framework-project-zf1/
  - http://192.168.108.15:81/dashboard/docs/images/create-framework-project-zf2/
  - http://192.168.108.15:81/dashboard/docs/images/deploy-git-app/
  - http://192.168.108.15:81/dashboard/docs/images/install-wordpress/
  - http://192.168.108.15:81/dashboard/docs/images/reset-mysql-password/
  - http://192.168.108.15:81/dashboard/docs/images/send-mail/
  - http://192.168.108.15:81/dashboard/docs/images/transfer-files-ftp/
  - http://192.168.108.15:81/dashboard/docs/images/troubleshoot-apache/
  - http://192.168.108.15:81/dashboard/docs/images/use-different-php-version/
  - http://192.168.108.15:81/dashboard/docs/images/use-php-fcgi/
  - http://192.168.108.15:81/dashboard/docs/images/use-sqlite/
  - http://192.168.108.15:81/dashboard/docs/increase-php-file-upload-limit.html
  - http://192.168.108.15:81/dashboard/docs/install-wordpress.html
  - http://192.168.108.15:81/dashboard/docs/reset-mysql-password.html
  - http://192.168.108.15:81/dashboard/docs/send-mail.html
  - http://192.168.108.15:81/dashboard/docs/transfer-files-ftp.html
  - http://192.168.108.15:81/dashboard/docs/troubleshoot-apache.html
  - http://192.168.108.15:81/dashboard/docs/use-different-php-version.html
  - http://192.168.108.15:81/dashboard/docs/use-php-fcgi.html
  - http://192.168.108.15:81/dashboard/docs/use-sqlite.html
  - http://192.168.108.15:81/dashboard/faq.html
  - http://192.168.108.15:81/dashboard/howto.html
  - http://192.168.108.15:81/dashboard/images/
  - http://192.168.108.15:81/dashboard/images/addons/
  - http://192.168.108.15:81/dashboard/images/blog/
  - http://192.168.108.15:81/dashboard/images/flags/
  - http://192.168.108.15:81/dashboard/images/screenshots/
  - http://192.168.108.15:81/dashboard/images/stamps/
  - http://192.168.108.15:81/dashboard/images/team/
  - http://192.168.108.15:81/dashboard/index.html
  - http://192.168.108.15:81/dashboard/phpinfo.php
  - http://192.168.108.15:81/dashboard/stylesheets/
  - http://192.168.108.15:81/img/
  - http://192.168.108.15:81/server-info
  - http://192.168.108.15:81/server-status
  - http://192.168.108.15:81/xampp/
"
"50345","","","None","192.168.108.15","tcp","443","Missing or Permissive X-Frame-Options HTTP Response Header","The remote web server does not take steps to mitigate a class of web
application vulnerabilities.","The remote web server in some responses sets a permissive
X-Frame-Options response header or does not set one at all.

The X-Frame-Options header has been proposed by Microsoft as a way to
mitigate clickjacking attacks and is currently supported by all major
browser vendors","Set a properly configured X-Frame-Options header for all requested
resources.","http://en.wikipedia.org/wiki/Clickjacking
http://www.nessus.org/u?399b1f56","
The following pages do not set a X-Frame-Options response header or set a permissive policy:

  - https://192.168.108.15/applications.html
  - https://192.168.108.15/dashboard/
  - https://192.168.108.15/dashboard/docs/
  - https://192.168.108.15/dashboard/docs/access-phpmyadmin-remotely.html
  - https://192.168.108.15/dashboard/docs/activate-use-xdebug.html
  - https://192.168.108.15/dashboard/docs/backup-restore-mysql.html
  - https://192.168.108.15/dashboard/docs/change-mysql-temp-dir.html
  - https://192.168.108.15/dashboard/docs/configure-vhosts.html
  - https://192.168.108.15/dashboard/docs/configure-wildcard-subdomains.html
  - https://192.168.108.15/dashboard/docs/create-framework-project-zf1.html
  - https://192.168.108.15/dashboard/docs/create-framework-project-zf2.html
  - https://192.168.108.15/dashboard/docs/deploy-git-app.html
  - https://192.168.108.15/dashboard/docs/images/
  - https://192.168.108.15/dashboard/docs/images/access-phpmyadmin-remotely/
  - https://192.168.108.15/dashboard/docs/images/activate-use-xdebug/
  - https://192.168.108.15/dashboard/docs/images/backup-restore-mysql/
  - https://192.168.108.15/dashboard/docs/images/configure-vhosts/
  - https://192.168.108.15/dashboard/docs/images/configure-wildcard-subdomains/
  - https://192.168.108.15/dashboard/docs/images/create-framework-project-zf1/
  - https://192.168.108.15/dashboard/docs/images/create-framework-project-zf2/
  - https://192.168.108.15/dashboard/docs/images/deploy-git-app/
  - https://192.168.108.15/dashboard/docs/images/install-wordpress/
  - https://192.168.108.15/dashboard/docs/images/reset-mysql-password/
  - https://192.168.108.15/dashboard/docs/images/send-mail/
  - https://192.168.108.15/dashboard/docs/images/transfer-files-ftp/
  - https://192.168.108.15/dashboard/docs/images/troubleshoot-apache/
  - https://192.168.108.15/dashboard/docs/images/use-different-php-version/
  - https://192.168.108.15/dashboard/docs/images/use-php-fcgi/
  - https://192.168.108.15/dashboard/docs/images/use-sqlite/
  - https://192.168.108.15/dashboard/docs/increase-php-file-upload-limit.html
  - https://192.168.108.15/dashboard/docs/install-wordpress.html
  - https://192.168.108.15/dashboard/docs/reset-mysql-password.html
  - https://192.168.108.15/dashboard/docs/send-mail.html
  - https://192.168.108.15/dashboard/docs/transfer-files-ftp.html
  - https://192.168.108.15/dashboard/docs/troubleshoot-apache.html
  - https://192.168.108.15/dashboard/docs/use-different-php-version.html
  - https://192.168.108.15/dashboard/docs/use-php-fcgi.html
  - https://192.168.108.15/dashboard/docs/use-sqlite.html
  - https://192.168.108.15/dashboard/faq.html
  - https://192.168.108.15/dashboard/howto.html
  - https://192.168.108.15/dashboard/images/
  - https://192.168.108.15/dashboard/images/addons/
  - https://192.168.108.15/dashboard/images/blog/
  - https://192.168.108.15/dashboard/images/flags/
  - https://192.168.108.15/dashboard/images/screenshots/
  - https://192.168.108.15/dashboard/images/stamps/
  - https://192.168.108.15/dashboard/images/team/
  - https://192.168.108.15/dashboard/index.html
  - https://192.168.108.15/dashboard/phpinfo.php
  - https://192.168.108.15/dashboard/stylesheets/
  - https://192.168.108.15/img/
  - https://192.168.108.15/server-info
  - https://192.168.108.15/server-status
  - https://192.168.108.15/xampp/
"
"50345","","","None","192.168.108.15","tcp","2224","Missing or Permissive X-Frame-Options HTTP Response Header","The remote web server does not take steps to mitigate a class of web
application vulnerabilities.","The remote web server in some responses sets a permissive
X-Frame-Options response header or does not set one at all.

The X-Frame-Options header has been proposed by Microsoft as a way to
mitigate clickjacking attacks and is currently supported by all major
browser vendors","Set a properly configured X-Frame-Options header for all requested
resources.","http://en.wikipedia.org/wiki/Clickjacking
http://www.nessus.org/u?399b1f56","
The following pages do not set a X-Frame-Options response header or set a permissive policy:

  - http://192.168.108.15:2224/
  - http://192.168.108.15:2224/mlss
  - http://192.168.108.15:2224/mlss/ForgotPassword
  - http://192.168.108.15:2224/mlss/ManageSubscription
  - http://192.168.108.15:2224/mlss/MassChange
  - http://192.168.108.15:2224/mlss/SubscribeToList
"
"50845","","","None","192.168.108.15","tcp","443","OpenSSL Detection","The remote service appears to use OpenSSL to encrypt traffic.","Based on its response to a TLS request with a specially crafted
server name extension, it seems that the remote service is using the
OpenSSL library to encrypt traffic.

Note that this plugin can only detect OpenSSL implementations that
have enabled support for TLS extensions (RFC 4366).","n/a","http://www.openssl.org",""
"51192","","6.4","Medium","192.168.108.15","tcp","443","SSL Certificate Cannot Be Trusted","The SSL certificate for this service cannot be trusted.","The server's X.509 certificate does not have a signature from a known
public certificate authority.  This situation can occur in three
different ways, each of which results in a break in the chain below
which certificates cannot be trusted. 

First, the top of the certificate chain sent by the server might not
be descended from a known public certificate authority.  This can
occur either when the top of the chain is an unrecognized, self-signed
certificate, or when intermediate certificates are missing that would
connect the top of the certificate chain to a known public certificate
authority. 

Second, the certificate chain may contain a certificate that is not
valid at the time of the scan.  This can occur either when the scan
occurs before one of the certificate's 'notBefore' dates, or after one
of the certificate's 'notAfter' dates. 

Third, the certificate chain may contain a signature that either
didn't match the certificate's information, or could not be verified.  
Bad signatures can be fixed by getting the certificate with
the bad signature to be re-signed by its issuer.  Signatures that
could not be verified are the result of the certificate's issuer using
a signing algorithm that Nessus either does not support or does not
recognize. 

If the remote host is a public host in production, any break in the
chain makes it more difficult for users to verify the authenticity and 
identity of the web server. This could make it easier to carry out 
man-in-the-middle attacks against the remote host.","Purchase or generate a proper certificate for this service.","","
The following certificate was at the top of the certificate
chain sent by the remote host, but is signed by an unknown
certificate authority :

|-Subject : CN=localhost
|-Issuer  : CN=localhost
"
"51192","","6.4","Medium","192.168.108.15","tcp","3389","SSL Certificate Cannot Be Trusted","The SSL certificate for this service cannot be trusted.","The server's X.509 certificate does not have a signature from a known
public certificate authority.  This situation can occur in three
different ways, each of which results in a break in the chain below
which certificates cannot be trusted. 

First, the top of the certificate chain sent by the server might not
be descended from a known public certificate authority.  This can
occur either when the top of the chain is an unrecognized, self-signed
certificate, or when intermediate certificates are missing that would
connect the top of the certificate chain to a known public certificate
authority. 

Second, the certificate chain may contain a certificate that is not
valid at the time of the scan.  This can occur either when the scan
occurs before one of the certificate's 'notBefore' dates, or after one
of the certificate's 'notAfter' dates. 

Third, the certificate chain may contain a signature that either
didn't match the certificate's information, or could not be verified.  
Bad signatures can be fixed by getting the certificate with
the bad signature to be re-signed by its issuer.  Signatures that
could not be verified are the result of the certificate's issuer using
a signing algorithm that Nessus either does not support or does not
recognize. 

If the remote host is a public host in production, any break in the
chain makes it more difficult for users to verify the authenticity and 
identity of the web server. This could make it easier to carry out 
man-in-the-middle attacks against the remote host.","Purchase or generate a proper certificate for this service.","","
The following certificate was at the top of the certificate
chain sent by the remote host, but is signed by an unknown
certificate authority :

|-Subject : CN=IE10Win7
|-Issuer  : CN=IE10Win7
"
"51891","","","None","192.168.108.15","tcp","3389","SSL Session Resume Supported","The remote host allows resuming SSL sessions.","This script detects whether a host allows resuming SSL sessions by
performing a full SSL handshake to receive a session ID, and then
reconnecting with the previously used session ID.  If the server
accepts the session ID in the second connection, the server maintains
a cache of sessions that can be resumed.","n/a","","
This port supports resuming TLSv1 sessions.
"
"53513","","","None","192.168.108.15","udp","5355","Link-Local Multicast Name Resolution (LLMNR) Detection","The remote device supports LLMNR.","The remote device answered to a Link-local Multicast Name Resolution
(LLMNR) request.  This protocol provides a name lookup service similar
to NetBIOS or DNS.  It is enabled by default on modern Windows
versions.","Make sure that use of this software conforms to your organization's
acceptable use and security policies.","http://www.nessus.org/u?85beb421
http://technet.microsoft.com/en-us/library/bb878128.aspx","
According to LLMNR, the name of the remote host is 'IE10Win7'.
"
"54615","","","None","192.168.108.15","tcp","0","Device Type","It is possible to guess the remote device type.","Based on the remote operating system, it is possible to determine
what the remote system type is (eg: a printer, router, general-purpose
computer, etc).","n/a","","Remote device type : general-purpose
Confidence level : 99
"
"56984","","","None","192.168.108.15","tcp","443","SSL / TLS Versions Supported","The remote service encrypts communications.","This plugin detects which SSL and TLS versions are supported by the
remote service for encrypting communications.","n/a","","
This port supports TLSv1.0/TLSv1.1/TLSv1.2.
"
"56984","","","None","192.168.108.15","tcp","3389","SSL / TLS Versions Supported","The remote service encrypts communications.","This plugin detects which SSL and TLS versions are supported by the
remote service for encrypting communications.","n/a","","
This port supports TLSv1.0.
"
"57041","","","None","192.168.108.15","tcp","443","SSL Perfect Forward Secrecy Cipher Suites Supported","The remote service supports the use of SSL Perfect Forward Secrecy
ciphers, which maintain confidentiality even if the key is stolen.","The remote host supports the use of SSL ciphers that offer Perfect
Forward Secrecy (PFS) encryption.  These cipher suites ensure that
recorded SSL traffic cannot be broken at a future date if the server's
private key is compromised.","n/a","http://www.openssl.org/docs/apps/ciphers.html
http://en.wikipedia.org/wiki/Diffie-Hellman_key_exchange
http://en.wikipedia.org/wiki/Perfect_forward_secrecy","
Here is the list of SSL PFS ciphers supported by the remote server :

  Medium Strength Ciphers (> 64-bit and < 112-bit key)

    TLSv1
      EDH-RSA-DES-CBC3-SHA         Kx=DH          Au=RSA      Enc=3DES-CBC(168)        Mac=SHA1   
      ECDHE-RSA-DES-CBC3-SHA       Kx=ECDH        Au=RSA      Enc=3DES-CBC(168)        Mac=SHA1   

  High Strength Ciphers (>= 112-bit key)

    TLSv1
      DHE-RSA-AES128-SHA           Kx=DH          Au=RSA      Enc=AES-CBC(128)         Mac=SHA1   
      DHE-RSA-AES256-SHA           Kx=DH          Au=RSA      Enc=AES-CBC(256)         Mac=SHA1   
      DHE-RSA-CAMELLIA128-SHA      Kx=DH          Au=RSA      Enc=Camellia-CBC(128)    Mac=SHA1   
      DHE-RSA-CAMELLIA256-SHA      Kx=DH          Au=RSA      Enc=Camellia-CBC(256)    Mac=SHA1   
      DHE-RSA-SEED-SHA             Kx=DH          Au=RSA      Enc=SEED-CBC(128)        Mac=SHA1   
      ECDHE-RSA-AES128-SHA         Kx=ECDH        Au=RSA      Enc=AES-CBC(128)         Mac=SHA1   
      ECDHE-RSA-AES256-SHA         Kx=ECDH        Au=RSA      Enc=AES-CBC(256)         Mac=SHA1   
      DHE-RSA-AES128-SHA256        Kx=DH          Au=RSA      Enc=AES-CBC(128)         Mac=SHA256  
      DHE-RSA-AES256-SHA256        Kx=DH          Au=RSA      Enc=AES-CBC(256)         Mac=SHA256  
      ECDHE-RSA-AES128-SHA256      Kx=ECDHE       Au=RSA      Enc=AES-CBC(128)         Mac=SHA256  
      ECDHE-RSA-AES256-SHA384      Kx=ECDHE       Au=RSA      Enc=AES-CBC(256)         Mac=SHA384  

    TLSv12
      DHE-RSA-AES128-SHA256        Kx=DH          Au=RSA      Enc=AES-GCM(128)         Mac=SHA256  
      DHE-RSA-AES256-SHA384        Kx=DH          Au=RSA      Enc=AES-GCM(256)         Mac=SHA384  
      ECDHE-RSA-AES128-SHA256      Kx=ECDHE       Au=RSA      Enc=AES-GCM(128)         Mac=SHA256  
      ECDHE-RSA-AES256-SHA384      Kx=ECDHE       Au=RSA      Enc=AES-GCM(256)         Mac=SHA384  

The fields above are :

  {OpenSSL ciphername}
  Kx={key exchange}
  Au={authentication}
  Enc={symmetric encryption method}
  Mac={message authentication code}
  {export flag}
"
"57041","","","None","192.168.108.15","tcp","3389","SSL Perfect Forward Secrecy Cipher Suites Supported","The remote service supports the use of SSL Perfect Forward Secrecy
ciphers, which maintain confidentiality even if the key is stolen.","The remote host supports the use of SSL ciphers that offer Perfect
Forward Secrecy (PFS) encryption.  These cipher suites ensure that
recorded SSL traffic cannot be broken at a future date if the server's
private key is compromised.","n/a","http://www.openssl.org/docs/apps/ciphers.html
http://en.wikipedia.org/wiki/Diffie-Hellman_key_exchange
http://en.wikipedia.org/wiki/Perfect_forward_secrecy","
Here is the list of SSL PFS ciphers supported by the remote server :

  High Strength Ciphers (>= 112-bit key)

    TLSv1
      ECDHE-RSA-AES128-SHA         Kx=ECDH        Au=RSA      Enc=AES-CBC(128)         Mac=SHA1   
      ECDHE-RSA-AES256-SHA         Kx=ECDH        Au=RSA      Enc=AES-CBC(256)         Mac=SHA1   

The fields above are :

  {OpenSSL ciphername}
  Kx={key exchange}
  Au={authentication}
  Enc={symmetric encryption method}
  Mac={message authentication code}
  {export flag}
"
"57323","","","None","192.168.108.15","tcp","81","OpenSSL Version Detection","Nessus was able to detect the OpenSSL version.","Nessus was able to extract the OpenSSL version from the web server's
banner. Note that security patches in many cases are backported and
the displayed version number does not show the patch level. Using it
to identify vulnerable software is likely to lead to false detections.","n/a","http://www.openssl.org/","
  Source             : Apache/2.4.23 (Win32) OpenSSL/1.0.2h PHP/5.5.38
  Reported version   : 1.0.2h
"
"57323","","","None","192.168.108.15","tcp","443","OpenSSL Version Detection","Nessus was able to detect the OpenSSL version.","Nessus was able to extract the OpenSSL version from the web server's
banner. Note that security patches in many cases are backported and
the displayed version number does not show the patch level. Using it
to identify vulnerable software is likely to lead to false detections.","n/a","http://www.openssl.org/","
  Source             : Apache/2.4.23 (Win32) OpenSSL/1.0.2h PHP/5.5.38
  Reported version   : 1.0.2h
"
"57582","","6.4","Medium","192.168.108.15","tcp","443","SSL Self-Signed Certificate","The SSL certificate chain for this service ends in an unrecognized
self-signed certificate.","The X.509 certificate chain for this service is not signed by a
recognized certificate authority.  If the remote host is a public host
in production, this nullifies the use of SSL as anyone could establish
a man-in-the-middle attack against the remote host. 

Note that this plugin does not check for certificate chains that end
in a certificate that is not self-signed, but is signed by an
unrecognized certificate authority.","Purchase or generate a proper certificate for this service.","","
The following certificate was found at the top of the certificate
chain sent by the remote host, but is self-signed and was not
found in the list of known certificate authorities :

|-Subject : CN=localhost
"
"57582","","6.4","Medium","192.168.108.15","tcp","3389","SSL Self-Signed Certificate","The SSL certificate chain for this service ends in an unrecognized
self-signed certificate.","The X.509 certificate chain for this service is not signed by a
recognized certificate authority.  If the remote host is a public host
in production, this nullifies the use of SSL as anyone could establish
a man-in-the-middle attack against the remote host. 

Note that this plugin does not check for certificate chains that end
in a certificate that is not self-signed, but is signed by an
unrecognized certificate authority.","Purchase or generate a proper certificate for this service.","","
The following certificate was found at the top of the certificate
chain sent by the remote host, but is self-signed and was not
found in the list of known certificate authorities :

|-Subject : CN=IE10Win7
"
"57608","","5.0","Medium","192.168.108.15","tcp","445","SMB Signing Disabled","Signing is not required on the remote SMB server.","Signing is not required on the remote SMB server. An unauthenticated,
remote attacker can exploit this to conduct man-in-the-middle attacks
against the SMB server.","Enforce message signing in the host's configuration. On Windows, this
is found in the policy setting 'Microsoft network server: Digitally
sign communications (always)'. On Samba, the setting is called 'server
signing'. See the 'see also' links for further details.","https://support.microsoft.com/en-us/kb/887429
http://technet.microsoft.com/en-us/library/cc731957.aspx
http://www.nessus.org/u?74b80723
http://www.samba.org/samba/docs/man/manpages-3/smb.conf.5.html
http://www.nessus.org/u?a3cac4ea",""
"57690","","4.3","Medium","192.168.108.15","tcp","3389","Terminal Services Encryption Level is Medium or Low","The remote host is using weak cryptography.","The remote Terminal Services service is not configured to use strong
cryptography. 

Using weak cryptography with this service may allow an attacker to
eavesdrop on the communications more easily and obtain screenshots
and/or keystrokes.","Change RDP encryption level to one of :

 3. High

 4. FIPS Compliant","","
The terminal services encryption level is set to :

2. Medium"
"58453","","4.3","Medium","192.168.108.15","tcp","3389","Terminal Services Doesn't Use Network Level Authentication (NLA) Only","The remote Terminal Services doesn't use Network Level Authentication only.","The remote Terminal Services is not configured to use Network Level
Authentication (NLA) only. NLA uses the Credential Security Support
Provider (CredSSP) protocol to perform strong server authentication
either through TLS/SSL or Kerberos mechanisms, which protect against
man-in-the-middle attacks. In addition to improving authentication, 
NLA also helps protect the remote computer from malicious users and 
software by completing user authentication before a full RDP 
connection is established.","Enable Network Level Authentication (NLA) on the remote RDP server. This is
generally done on the 'Remote' tab of the 'System' settings on Windows.","http://technet.microsoft.com/en-us/library/cc732713.aspx
http://www.nessus.org/u?e2628096","Nessus was able to negotiate non-NLA (Network Level Authentication) security."
"64814","","","None","192.168.108.15","tcp","3389","Terminal Services Use SSL/TLS","The remote Terminal Services use SSL/TLS.","The remote Terminal Services is configured to use SSL/TLS.","n/a","","Subject Name: 

Common Name: IE10Win7

Issuer Name: 

Common Name: IE10Win7

Serial Number: 45 54 78 62 2A 49 1B B0 43 8B 11 D9 13 92 E0 B0 

Version: 3

Signature Algorithm: SHA-1 With RSA Encryption

Not Valid Before: Dec 13 07:00:59 2016 GMT
Not Valid After: Jun 14 07:00:59 2017 GMT

Public Key Info: 

Algorithm: RSA Encryption
Key Length: 2048 bits
Public Key: 00 92 9F DF B2 38 7B B1 A6 FF C8 95 39 60 74 73 D9 01 69 AE 
            BD C0 89 90 DB 88 2B 33 C9 1F 5D 79 62 6F 2A 5C E8 C1 25 DF 
            75 FE 45 CE F6 B2 8C B6 E6 3F 1D 5B D8 EF F1 8F 23 3A 76 6A 
            DA 28 2E B8 F7 25 CE 11 10 ED 34 22 43 7E B8 5C 6D 63 A2 02 
            00 E1 39 85 4D 65 C0 1D 5B 80 52 E6 60 D7 7E 0B 5D 1D 6E 4E 
            10 7B 66 C9 8D AF 4C 66 BC 54 16 9F ED 5C 83 3B 00 B9 A4 E7 
            DE 9F 68 06 19 85 A4 74 91 26 C9 D3 A9 37 B6 3C 19 46 09 BC 
            7E 52 6A F1 67 B8 C2 C5 19 06 4C 00 A2 0D 04 2A 5E D5 C1 04 
            2A 16 62 5D 27 20 B0 CE A4 73 BA 16 FB 81 00 95 3D B2 70 2A 
            EE 72 83 E6 A5 4F E8 9B 8F BE 9C 7F FA 39 B0 B4 5D 86 56 3E 
            6C 6A 44 EC CE A5 F2 6C 80 73 A6 CB AC CD FB 7B 2D 78 91 8E 
            A0 AA D1 3B 9B E4 2E AD 18 59 7A E9 C6 62 3A AF 7F 7A 47 85 
            B0 DF 63 62 10 B8 F4 2F BE 16 A0 E2 3C 61 CC 62 49 
Exponent: 01 00 01 

Signature Length: 256 bytes / 2048 bits
Signature: 00 41 44 64 24 CE 98 DA A6 8A 9A 1A 95 6C 80 9C 9B F6 57 D4 
           70 8C B2 4A F9 BD B9 A9 8E 29 0D BB EF BD 03 38 47 DE EE 73 
           B8 BD 57 05 54 CF 21 D4 64 F8 18 88 3E AB 39 2F 20 C6 08 24 
           64 07 41 BD F6 8E 88 0A F1 76 1E C4 7D 7C 49 0B B7 F5 FE 9C 
           A0 86 A7 D1 7B 85 62 5D A5 77 05 21 F5 A2 9D EC 76 C6 8C 5D 
           9A 12 21 4A CB 8B 68 D6 2A 44 BA 78 06 EF CF E7 55 18 5F 42 
           79 D5 DF 7E 50 B2 4C FC 87 1A DC B9 2D 3A 4A 63 5F 6B BB E0 
           15 EE BC 48 D8 F2 C8 23 E3 8A 5A 8D C1 2F 80 62 78 31 2F 0A 
           C1 59 67 71 C6 52 50 6E 1B 03 E7 30 9F 0C 92 FF 6B 28 BD FC 
           EA 11 7F D5 34 5A 16 42 60 F5 05 F5 F9 9F AE B1 BD 29 84 F5 
           28 74 0A 23 27 58 02 C7 FC 02 43 52 33 DE DE D4 9D 69 A7 89 
           56 60 B8 5C F2 16 68 D5 72 07 34 07 C0 ED 7A E5 18 60 D1 74 
           AB 8E 60 C5 35 2E 00 DB F5 33 09 0C 41 FE BC 1C 83 

Extension: Extended Key Usage (2.5.29.37)
Critical: 0
Purpose#1: Web Server Authentication (1.3.6.1.5.5.7.3.1)


Extension: Key Usage (2.5.29.15)
Critical: 0
Key Usage: Key Encipherment, Data Encipherment


"
"65821","CVE-2013-2566","2.6","Low","192.168.108.15","tcp","3389","SSL RC4 Cipher Suites Supported (Bar Mitzvah)","The remote service supports the use of the RC4 cipher.","The remote host supports the use of RC4 in one or more cipher suites.
The RC4 cipher is flawed in its generation of a pseudo-random stream
of bytes so that a wide variety of small biases are introduced into
the stream, decreasing its randomness.

If plaintext is repeatedly encrypted (e.g., HTTP cookies), and an
attacker is able to obtain many (i.e., tens of millions) ciphertexts,
the attacker may be able to derive the plaintext.","Reconfigure the affected application, if possible, to avoid use of RC4
ciphers. Consider using TLS 1.2 with AES-GCM suites subject to browser
and web server support.","http://www.nessus.org/u?217a3666
http://cr.yp.to/talks/2013.03.12/slides.pdf
http://www.isg.rhul.ac.uk/tls/
http://www.imperva.com/docs/HII_Attacking_SSL_when_using_RC4.pdf","
List of RC4 cipher suites supported by the remote server :

  High Strength Ciphers (>= 112-bit key)

    TLSv1
      RC4-MD5                      Kx=RSA         Au=RSA      Enc=RC4(128)             Mac=MD5    
      RC4-SHA                      Kx=RSA         Au=RSA      Enc=RC4(128)             Mac=SHA1   

The fields above are :

  {OpenSSL ciphername}
  Kx={key exchange}
  Au={authentication}
  Enc={symmetric encryption method}
  Mac={message authentication code}
  {export flag}
"
"65821","CVE-2015-2808","2.6","Low","192.168.108.15","tcp","3389","SSL RC4 Cipher Suites Supported (Bar Mitzvah)","The remote service supports the use of the RC4 cipher.","The remote host supports the use of RC4 in one or more cipher suites.
The RC4 cipher is flawed in its generation of a pseudo-random stream
of bytes so that a wide variety of small biases are introduced into
the stream, decreasing its randomness.

If plaintext is repeatedly encrypted (e.g., HTTP cookies), and an
attacker is able to obtain many (i.e., tens of millions) ciphertexts,
the attacker may be able to derive the plaintext.","Reconfigure the affected application, if possible, to avoid use of RC4
ciphers. Consider using TLS 1.2 with AES-GCM suites subject to browser
and web server support.","http://www.nessus.org/u?217a3666
http://cr.yp.to/talks/2013.03.12/slides.pdf
http://www.isg.rhul.ac.uk/tls/
http://www.imperva.com/docs/HII_Attacking_SSL_when_using_RC4.pdf","
List of RC4 cipher suites supported by the remote server :

  High Strength Ciphers (>= 112-bit key)

    TLSv1
      RC4-MD5                      Kx=RSA         Au=RSA      Enc=RC4(128)             Mac=MD5    
      RC4-SHA                      Kx=RSA         Au=RSA      Enc=RC4(128)             Mac=SHA1   

The fields above are :

  {OpenSSL ciphername}
  Kx={key exchange}
  Au={authentication}
  Enc={symmetric encryption method}
  Mac={message authentication code}
  {export flag}
"
"66173","","","None","192.168.108.15","tcp","3389","RDP Screenshot","It is possible to take a screenshot of the remote login screen.","This script attempts to connect to the remote host via RDP (Remote
Desktop Protocol) and attempts to take a screenshot of the login
screen.

While this is not a vulnerability by itself, some versions of Windows
display the names of the users who can connect and which ones are
connected already.","n/a","","It was possible to gather the following screenshot of the remote login screen."
